代码,名称,原总市值(亿),预测总市值(亿),市值差比率
603860,中公高科,16.3,45.54,179.39%
603861,白云电器,63.0,44.7,-29.05%
603866,桃李面包,221.0,147.39,-33.31%
603868,飞科电器,164.0,101.05,-38.38%
603869,新智认知,54.9,45.6,-16.94%
603871,嘉友国际,40.2,29.29,-27.14%
603876,鼎胜新材,82.9,50.14,-39.52%
603877,太平鸟,85.1,65.82,-22.66%
603878,武进不锈,24.2,-1.62,-106.69%
603879,永悦科技,14.4,14.83,2.99%
603880,南卫股份,15.6,21.81,39.81%
603881,数据港,56.8,94.1,65.67%
603882,金域医学,96.9,105.12,8.48%
603883,老百姓,132.0,201.72,52.82%
603885,吉祥航空,220.0,240.57,9.35%
603886,元祖股份,42.3,39.35,-6.97%
603887,城地股份,20.9,38.37,83.59%
603888,新华网,68.9,46.64,-32.31%
603889,新澳股份,35.0,33.63,-3.91%
603890,春秋电子,23.5,9.51,-59.53%
603895,天永智能,28.4,55.19,94.33%
603896,寿仙谷,41.3,84.89,105.54%
603897,长城科技,42.9,30.16,-29.70%
603898,好莱客,49.7,28.38,-42.90%
603899,晨光文具,259.0,281.88,8.83%
603900,莱绅通灵,45.1,18.02,-60.04%
603901,永创智能,30.6,23.22,-24.12%
603903,中持股份,21.1,39.7,88.15%
603906,龙蟠科技,22.6,16.77,-25.80%
603909,合诚股份,28.1,76.35,171.71%
603912,佳力图,29.3,40.15,37.03%
603916,苏博特,36.0,13.11,-63.58%
603917,合力科技,18.9,20.73,9.68%
603918,金桥信息,22.2,47.24,112.79%
603919,金徽酒,42.5,30.54,-28.14%
603920,世运电路,49.4,28.78,-41.74%
603922,金鸿顺,21.1,14.18,-32.80%
603926,铁流股份,18.2,10.14,-44.29%
603928,兴业股份,28.7,19.46,-32.20%
603933,睿能科技,26.8,24.54,-8.43%
603936,博敏电子,32.7,12.05,-63.15%
603938,三孚股份,27.1,23.86,-11.96%
603939,益丰药房,154.0,206.1,33.83%
603955,大千生态,16.4,4.4,-73.17%
603959,百利科技,50.0,65.69,31.38%
603960,克来机电,34.9,75.14,115.30%
603963,大理药业,15.7,32.72,108.41%
603966,法兰泰克,19.2,14.5,-24.48%
603968,醋化股份,27.1,22.97,-15.24%
603969,银龙股份,43.1,44.91,4.20%
603970,中农立华,24.4,28.69,17.58%
603976,正川股份,27.5,28.61,4.04%
603977,国泰集团,28.0,11.93,-57.39%
603978,深圳新星,32.2,34.56,7.33%
603979,金诚信,44.6,45.81,2.71%
603980,吉华集团,60.7,31.9,-47.45%
603985,恒润股份,21.2,15.55,-26.65%
603986,兆易创新,174.0,275.12,58.11%
603987,康德莱,29.9,25.28,-15.45%
603989,艾华集团,77.2,99.14,28.42%
603990,麦迪科技,25.7,100.12,289.57%
603991,至正股份,14.3,33.65,135.31%
603993,洛阳钼业,827.0,865.25,4.63%
603996,中新科技,24.2,13.3,-45.04%
603997,继峰股份,50.0,58.06,16.12%
603998,方盛制药,21.7,30.62,41.11%
603999,读者传媒,29.0,19.58,-32.48%
2,万 科Ａ,2793.0,2809.38,0.59%
4,国农科技,14.0,67.51,382.21%
5,世纪星源,31.8,31.94,0.44%
7,全新好,26.8,44.35,65.49%
8,神州高铁,114.0,118.64,4.07%
9,中国宝安,96.1,88.21,-8.21%
10,美丽生态,30.7,25.05,-18.40%
12,南 玻Ａ,119.0,93.38,-21.53%
14,沙河股份,19.7,27.66,40.41%
16,深康佳Ａ,84.0,69.53,-17.23%
18,神州长城,42.8,9.92,-76.82%
19,深深宝Ａ,83.0,18.73,-77.43%
20,深华发Ａ,30.8,30.71,-0.29%
21,深科技,91.2,81.79,-10.32%
23,深天地Ａ,17.9,42.73,138.72%
25,特 力Ａ,81.5,139.52,71.19%
26,飞亚达Ａ,34.2,24.25,-29.09%
27,深圳能源,211.0,232.18,10.04%
28,国药一致,167.0,148.66,-10.98%
30,富奥股份,73.0,91.94,25.95%
32,深桑达Ａ,32.3,23.61,-26.90%
34,神州数码,85.3,60.35,-29.25%
35,中国天楹,73.9,89.94,21.71%
36,华联控股,65.2,72.67,11.46%
37,深南电A,30.9,19.09,-38.22%
38,深大通,66.0,35.87,-45.65%
39,中集集团,339.0,211.81,-37.52%
40,东旭蓝天,108.0,148.85,37.82%
42,中洲控股,75.5,55.34,-26.70%
43,中航善达,52.6,66.89,27.17%
45,深纺织Ａ,32.2,28.96,-10.06%
46,泛海控股,256.0,325.1,26.99%
48,*ST康达,70.2,106.59,51.84%
49,德赛电池,61.8,103.83,68.01%
50,深天马Ａ,202.0,286.35,41.76%
55,方大集团,51.4,42.72,-16.89%
56,皇庭国际,57.9,76.16,31.54%
58,深 赛 格,81.1,46.23,-43.00%
59,华锦股份,97.1,129.2,33.06%
60,中金岭南,146.0,147.13,0.77%
61,农 产 品,82.6,100.43,21.59%
62,深圳华强,126.0,135.85,7.82%
63,中兴通讯,860.0,957.82,11.37%
65,北方国际,61.5,60.92,-0.94%
66,中国长城,147.0,119.19,-18.92%
68,华控赛格,41.3,47.53,15.08%
69,华侨城Ａ,513.0,571.04,11.31%
70,特发信息,75.6,85.5,13.10%
78,海王生物,83.4,76.57,-8.19%
88,盐 田 港,100.0,110.84,10.84%
89,深圳机场,159.0,171.69,7.98%
90,天健集团,71.7,66.54,-7.20%
96,广聚能源,48.5,46.87,-3.36%
99,中信海直,37.0,40.31,8.95%
100,TCL 集团,371.0,442.94,19.39%
150,宜华健康,87.8,106.42,21.21%
151,中成股份,33.1,44.31,33.87%
153,丰原药业,17.6,18.69,6.19%
155,川能动力,47.1,39.77,-15.56%
156,华数传媒,122.0,149.41,22.47%
157,中联重科,283.0,364.55,28.82%
158,常山北明,89.9,100.94,12.28%
159,国际实业,20.6,22.16,7.57%
301,东方盛虹,212.0,95.62,-54.90%
333,美的集团,2647.0,2771.86,4.72%
338,潍柴动力,632.0,405.5,-35.84%
400,许继电气,106.0,106.61,0.58%
401,冀东水泥,178.0,150.95,-15.20%
402,金 融 街,203.0,278.2,37.04%
403,振兴生化,74.0,136.99,85.12%
404,长虹华意,28.7,31.14,8.50%
407,胜利股份,34.6,37.23,7.60%
408,藏格控股,226.0,96.75,-57.19%
409,*ST地矿,31.9,34.1,6.90%
410,沈阳机床,48.8,73.09,49.77%
411,英特集团,25.7,43.46,69.11%
413,东旭光电,281.0,385.87,37.32%
415,渤海租赁,235.0,371.41,58.05%
417,合肥百货,35.0,17.28,-50.63%
418,小天鹅Ａ,292.0,283.9,-2.77%
419,通程控股,23.4,-11.26,-148.12%
420,吉林化纤,39.8,46.57,17.01%
421,南京公用,26.7,33.61,25.88%
422,*ST宜化,28.8,34.41,19.48%
423,东阿阿胶,262.0,306.46,16.97%
425,徐工机械,258.0,309.03,19.78%
426,兴业矿业,115.0,101.3,-11.91%
428,华天酒店,27.0,37.97,40.63%
429,粤高速Ａ,175.0,93.5,-46.57%
430,张家界,21.2,19.43,-8.35%
488,晨鸣纸业,171.0,224.54,31.31%
498,山东路桥,61.3,32.04,-47.73%
501,鄂武商Ａ,76.9,55.32,-28.06%
504,南华生物,40.4,38.93,-3.64%
505,京粮控股,39.7,27.9,-29.72%
506,中润资源,26.8,26.26,-2.01%
507,珠海港,53.9,64.49,19.65%
510,金路集团,25.7,26.22,2.02%
513,丽珠集团,187.0,141.45,-24.36%
514,渝 开 发,32.6,38.96,19.51%
516,国际医学,102.0,121.01,18.64%
517,荣安地产,76.4,75.33,-1.40%
518,四环生物,31.7,35.9,13.25%
519,中兵红箭,98.1,78.06,-20.43%
521,长虹美菱,33.7,27.08,-19.64%
523,广州浪奇,25.9,28.1,8.49%
524,岭南控股,49.6,32.63,-34.21%
525,红 太 阳,79.4,76.4,-3.78%
526,紫光学大,17.8,61.05,242.98%
528,柳 工,90.4,114.1,26.22%
529,广弘控股,27.8,27.57,-0.83%
530,大冷股份,30.1,11.22,-62.72%
531,穗恒运Ａ,36.4,41.45,13.87%
532,华金资本,33.9,60.37,78.08%
533,万 家 乐,21.1,18.39,-12.84%
534,万泽股份,50.3,67.79,34.77%
536,华映科技,58.4,85.48,46.37%
537,广宇发展,141.0,106.49,-24.48%
538,云南白药,768.0,847.19,10.31%
539,粤电力Ａ,228.0,129.32,-43.28%
540,中天金融,259.0,324.09,25.13%
541,佛山照明,75.0,50.4,-32.80%
543,皖能电力,91.0,86.13,-5.35%
544,中原环保,52.0,45.9,-11.73%
545,金浦钛业,31.9,32.39,1.54%
546,金圆股份,64.2,62.86,-2.09%
547,航天发展,129.0,133.57,3.54%
548,湖南投资,23.3,28.2,21.03%
550,江铃汽车,127.0,98.58,-22.38%
551,创元科技,25.2,13.53,-46.31%
552,靖远煤电,60.6,55.17,-8.96%
553,安道麦A,249.0,162.94,-34.56%
554,泰山石油,25.8,22.92,-11.16%
555,神州信息,91.5,107.58,17.57%
557,西部创业,54.5,40.35,-25.96%
558,莱茵体育,38.9,42.25,8.61%
559,万向钱潮,154.0,158.54,2.95%
560,我爱我家,110.0,97.73,-11.15%
561,烽火电子,39.7,50.88,28.16%
563,陕国投Ａ,113.0,133.23,17.90%
564,供销大集,168.0,262.56,56.29%
565,渝三峡Ａ,19.6,20.68,5.51%
566,海南海药,71.2,94.35,32.51%
567,海德股份,51.0,27.14,-46.78%
568,泸州老窖,576.0,593.75,3.08%
570,苏常柴Ａ,22.9,4.09,-82.14%
571,新大洲Ａ,28.2,30.21,7.13%
572,海马汽车,38.3,55.19,44.10%
573,粤宏远Ａ,20.6,25.25,22.57%
576,广东甘化,26.5,28.4,7.17%
581,威孚高科,177.0,207.0,16.95%
582,北部湾港,102.0,52.91,-48.13%
584,哈工智能,40.5,52.1,28.64%
585,*ST东电,18.3,28.3,54.64%
586,汇源通信,23.7,58.14,145.32%
587,金洲慈航,59.3,70.88,19.53%
589,黔轮胎Ａ,27.7,33.34,20.36%
590,启迪古汉,19.3,30.58,58.45%
591,太阳能,98.3,141.09,43.53%
592,平潭发展,63.0,62.25,-1.19%
593,大通燃气,24.7,30.8,24.70%
595,宝塔实业,33.5,44.3,32.24%
596,古井贡酒,278.0,292.56,5.24%
597,东北制药,61.0,67.25,10.25%
598,兴蓉环境,123.0,147.39,19.83%
599,青岛双星,32.5,40.55,24.77%
600,建投能源,102.0,91.38,-10.41%
601,韶能股份,42.4,41.07,-3.14%
603,盛达矿业,62.0,59.92,-3.35%
605,渤海股份,35.1,39.33,12.05%
606,顺利办,46.6,35.96,-22.83%
607,华媒控股,43.3,43.07,-0.53%
608,阳光股份,40.3,54.0,34.00%
609,中迪投资,15.8,20.0,26.58%
610,西安旅游,17.5,27.17,55.26%
611,天首发展,22.5,31.57,40.31%
612,焦作万方,48.0,49.67,3.48%
613,大东海A,27.3,30.64,12.23%
615,京汉股份,41.6,41.35,-0.60%
617,中油资本,915.0,686.44,-24.98%
619,海螺型材,19.2,2.45,-87.24%
620,新华联,80.0,120.97,51.21%
623,吉林敖东,173.0,202.38,16.98%
625,长安汽车,367.0,393.91,7.33%
626,远大控股,40.7,33.57,-17.52%
627,天茂集团,275.0,348.34,26.67%
628,高新发展,30.6,42.24,38.04%
629,攀钢钒钛,265.0,231.61,-12.60%
630,铜陵有色,213.0,188.58,-11.46%
631,顺发恒业,74.9,103.37,38.01%
633,合金投资,19.5,33.5,71.79%
635,英 力 特,26.2,8.33,-68.21%
636,风华高科,106.0,114.8,8.30%
637,茂化实华,20.8,15.43,-25.82%
638,万方发展,18.3,38.5,110.38%
639,西王食品,51.7,40.85,-20.99%
650,仁和药业,67.5,66.77,-1.08%
651,格力电器,2270.0,2545.98,12.16%
652,泰达股份,47.8,56.7,18.62%
655,*ST金岭,21.4,15.53,-27.43%
656,金科股份,319.0,378.49,18.65%
657,中钨高新,50.1,38.7,-22.75%
659,珠海中富,47.6,44.58,-6.34%
661,长春高新,303.0,599.52,97.86%
662,天夏智慧,66.8,47.26,-29.25%
663,永安林业,21.8,15.35,-29.59%
665,湖北广电,49.2,58.55,19.00%
666,经纬纺机,81.1,3.84,-95.27%
667,美好置业,64.5,81.3,26.05%
668,荣丰控股,14.5,-33.16,-328.69%
669,金鸿控股,41.6,49.53,19.06%
671,阳 光 城,214.0,229.97,7.46%
672,上峰水泥,69.9,67.92,-2.83%
673,当代东方,38.5,49.61,28.86%
676,智度股份,91.0,63.76,-29.93%
677,恒天海龙,23.8,19.65,-17.44%
678,襄阳轴承,25.1,31.52,25.58%
679,大连友谊,14.6,19.44,33.15%
680,山推股份,42.1,44.11,4.77%
681,视觉中国,174.0,162.85,-6.41%
682,东方电子,52.3,43.05,-17.69%
683,远兴能源,98.2,108.91,10.91%
685,中山公用,108.0,114.89,6.38%
687,华讯方舟,60.2,74.56,23.85%
688,国城矿业,129.0,132.54,2.74%
690,宝新能源,146.0,170.87,17.03%
691,亚太实业,14.4,24.99,73.54%
692,惠天热电,14.9,24.14,62.01%
695,滨海能源,22.1,45.91,107.74%
697,炼石航空,82.3,73.32,-10.91%
698,沈阳化工,31.6,30.95,-2.06%
701,厦门信达,26.1,8.92,-65.82%
702,正虹科技,14.9,16.16,8.46%
703,恒逸石化,287.0,332.03,15.69%
705,浙江震元,20.8,16.54,-20.48%
707,*ST双环,14.0,12.44,-11.14%
708,大冶特钢,41.0,38.53,-6.02%
709,河钢股份,320.0,542.58,69.56%
710,贝瑞基因,105.0,92.09,-12.30%
711,京蓝科技,51.8,44.01,-15.04%
713,丰乐种业,14.4,10.03,-30.35%
715,中兴商业,17.5,10.87,-37.89%
716,黑芝麻,21.7,23.39,7.79%
717,韶钢松山,113.0,209.09,85.04%
718,苏宁环球,96.2,97.32,1.16%
719,中原传媒,81.8,79.11,-3.29%
720,*ST新能,45.9,55.73,21.42%
721,西安饮食,20.9,28.01,34.02%
722,湖南发展,29.2,27.01,-7.50%
723,美锦能源,142.0,64.46,-54.61%
725,京东方Ａ,933.0,1267.64,35.87%
726,鲁 泰Ａ,88.6,61.7,-30.36%
727,华东科技,73.8,89.53,21.31%
729,燕京啤酒,158.0,156.57,-0.91%
731,四川美丰,31.2,21.95,-29.65%
732,泰禾集团,174.0,173.91,-0.05%
733,振华科技,55.2,48.86,-11.49%
735,罗 牛 山,128.0,136.62,6.73%
736,中交地产,33.1,32.01,-3.29%
737,*ST南风,16.1,26.31,63.42%
738,航发控制,151.0,167.82,11.14%
739,普洛药业,89.9,92.56,2.96%
751,锌业股份,41.9,38.57,-7.95%
752,西藏发展,19.0,34.58,82.00%
753,漳州发展,30.9,30.99,0.29%
755,山西路桥,20.9,14.43,-30.96%
756,新华制药,36.6,23.67,-35.33%
757,浩物股份,23.8,26.51,11.39%
758,中色股份,76.8,76.4,-0.52%
759,中百集团,38.4,-11.98,-131.20%
760,斯太尔,26.9,24.91,-7.40%
761,本钢板材,133.0,203.84,53.26%
762,西藏矿业,37.0,34.66,-6.32%
766,通化金马,66.5,62.8,-5.56%
767,漳泽电力,79.7,57.06,-28.41%
768,中航飞机,392.0,419.32,6.97%
777,中核科技,45.2,62.9,39.16%
778,新兴铸管,172.0,259.72,51.00%
779,三毛派神,16.7,34.5,106.59%
780,平庄能源,32.1,17.94,-44.11%
782,美达股份,23.6,20.43,-13.43%
786,北新建材,244.0,256.89,5.28%
788,北大医药,32.0,40.84,27.63%
789,万年青,66.9,35.09,-47.55%
790,泰合健康,24.1,28.22,17.10%
791,甘肃电投,51.4,73.9,43.77%
792,盐湖股份,184.0,165.56,-10.02%
793,华闻传媒,65.7,93.98,43.04%
795,英洛华,44.1,36.71,-16.76%
796,凯撒旅游,55.7,65.95,18.40%
797,中国武夷,69.3,80.71,16.46%
798,中水渔业,17.5,17.76,1.49%
799,酒鬼酒,52.8,57.85,9.56%
800,一汽轿车,116.0,100.91,-13.01%
801,四川九洲,53.1,59.06,11.22%
802,北京文化,85.3,72.61,-14.88%
803,金宇车城,15.8,55.31,250.06%
806,银河生物,47.7,36.67,-23.12%
807,云铝股份,106.0,135.08,27.43%
809,铁岭新城,20.8,22.86,9.90%
810,创维数字,64.3,74.65,16.10%
811,冰轮环境,36.0,35.63,-1.03%
812,陕西金叶,29.1,26.14,-10.17%
813,德展健康,206.0,142.59,-30.78%
815,美利云,51.8,37.87,-26.89%
816,*ST慧业,23.4,27.96,19.49%
818,航锦科技,65.5,77.42,18.20%
820,神雾节能,38.9,51.36,32.03%
821,京山轻机,42.8,40.29,-5.86%
822,山东海化,44.8,47.42,5.85%
823,超声电子,47.7,42.07,-11.80%
825,太钢不锈,243.0,391.62,61.16%
826,启迪桑德,149.0,177.12,18.87%
828,东莞控股,80.0,92.05,15.06%
829,天音控股,59.6,51.96,-12.82%
830,鲁西化工,148.0,181.64,22.73%
831,五矿稀土,86.4,88.23,2.12%
833,粤桂股份,32.1,20.57,-35.92%
835,长城动漫,14.3,30.63,114.20%
836,富通鑫茂,52.4,53.78,2.63%
837,秦川机床,29.5,32.84,11.32%
838,财信发展,34.3,35.98,4.90%
839,中信国安,143.0,141.91,-0.76%
848,承德露露,76.6,75.34,-1.64%
850,华茂股份,32.6,10.11,-68.99%
851,高鸿股份,51.5,59.69,15.90%
852,石化机械,45.9,57.46,25.19%
856,冀东装备,34.5,65.33,89.36%
858,五 粮 液,1968.0,1815.92,-7.73%
859,国风塑业,22.9,21.95,-4.15%
860,顺鑫农业,198.0,232.35,17.35%
861,海印股份,56.2,58.89,4.79%
862,银星能源,24.0,27.55,14.79%
863,三湘印象,53.8,63.14,17.36%
868,安凯客车,29.2,38.2,30.82%
869,张 裕Ａ,179.0,155.98,-12.86%
875,吉电股份,54.7,68.11,24.52%
876,新 希 望,322.0,341.71,6.12%
877,天山股份,78.3,73.24,-6.46%
878,云南铜业,117.0,136.15,16.37%
880,潍柴重机,21.4,16.67,-22.10%
881,中广核技,71.2,47.4,-33.43%
882,华联股份,65.1,103.85,59.52%
883,湖北能源,242.0,328.48,35.74%
885,城发环境,36.9,35.05,-5.01%
886,海南高速,39.3,40.59,3.28%
887,中鼎股份,124.0,145.84,17.61%
888,峨眉山Ａ,31.2,29.95,-4.01%
889,中嘉博创,69.8,76.59,9.73%
890,法 尔 胜,22.5,36.65,62.89%
892,欢瑞世纪,47.2,41.32,-12.46%
895,双汇发展,815.0,778.54,-4.47%
897,津滨发展,40.9,49.02,19.85%
898,鞍钢股份,370.0,713.15,92.74%
899,赣能股份,45.5,44.79,-1.56%
900,现代投资,62.8,68.22,8.63%
901,航天科技,66.3,71.05,7.16%
902,新洋丰,116.0,112.77,-2.78%
903,云内动力,50.5,61.34,21.47%
905,厦门港务,34.2,34.98,2.28%
906,浙商中拓,35.0,38.16,9.03%
908,景峰医药,40.6,54.81,35.00%
909,数源科技,24.2,37.39,54.50%
910,大亚圣象,54.6,53.99,-1.12%
911,南宁糖业,18.2,31.53,73.24%
912,*ST天化,63.5,74.01,16.55%
913,钱江摩托,42.8,41.86,-2.20%
915,山大华特,33.8,46.31,37.01%
917,电广传媒,104.0,117.04,12.54%
918,嘉凯城,128.0,110.46,-13.70%
919,金陵药业,32.2,21.99,-31.71%
921,海信家电,107.0,103.62,-3.16%
922,佳电股份,33.9,41.37,22.04%
923,河北宣工,90.2,76.53,-15.16%
925,众合科技,35.5,38.4,8.17%
926,福星股份,60.9,53.26,-12.55%
927,一汽夏利,54.6,35.1,-35.71%
928,中钢国际,55.8,55.97,0.30%
929,兰州黄河,12.2,23.53,92.87%
930,中粮生化,71.4,80.27,12.42%
931,中 关 村,51.8,57.11,10.25%
932,华菱钢铁,186.0,302.14,62.44%
933,神火股份,77.5,83.29,7.47%
935,四川双马,113.0,128.31,13.55%
936,华西股份,55.6,44.44,-20.07%
937,冀中能源,136.0,164.11,20.67%
938,紫光股份,473.0,242.55,-48.72%
939,*ST凯迪,45.6,35.87,-21.34%
948,南天信息,25.7,25.71,0.04%
949,新乡化纤,35.2,40.76,15.80%
950,重药控股,93.0,71.37,-23.26%
951,中国重汽,77.8,54.07,-30.50%
952,广济药业,25.2,36.74,45.79%
955,欣龙控股,22.8,29.55,29.61%
957,中通客车,30.8,34.63,12.44%
958,东方能源,39.0,51.48,32.00%
959,首钢股份,206.0,288.46,40.03%
960,锡业股份,175.0,191.76,9.58%
961,中南建设,214.0,226.63,5.90%
962,东方钽业,29.8,23.69,-20.50%
963,华东医药,364.0,356.33,-2.11%
965,天保基建,44.8,54.28,21.16%
966,长源电力,42.0,49.19,17.12%
967,盈峰环境,67.8,72.43,6.83%
968,蓝焰控股,99.1,80.13,-19.14%
969,安泰科技,52.6,50.68,-3.65%
970,中科三环,85.6,81.7,-4.56%
971,高升控股,41.3,31.1,-24.70%
972,ST中基,22.5,24.32,8.09%
973,佛塑科技,35.5,37.04,4.34%
975,银泰资源,202.0,146.47,-27.49%
976,华铁股份,74.4,53.26,-28.41%
977,浪潮信息,208.0,223.62,7.51%
978,桂林旅游,19.8,19.15,-3.28%
980,众泰汽车,96.7,140.07,44.85%
981,银亿股份,125.0,190.05,52.04%
982,*ST 中绒,23.3,18.19,-21.93%
983,西山煤电,171.0,160.77,-5.98%
985,大庆华科,16.8,34.31,104.23%
988,华工科技,126.0,127.82,1.44%
989,九 芝 堂,89.0,65.42,-26.49%
990,诚志股份,153.0,138.61,-9.41%
993,闽东电力,22.9,26.37,15.15%
995,*ST皇台,8.3,36.74,342.65%
996,中国中期,31.1,49.27,58.42%
997,新 大 陆,154.0,175.72,14.10%
998,隆平高科,175.0,162.58,-7.10%
999,华润三九,227.0,255.45,12.53%
1696,宗申动力,53.1,49.16,-7.42%
1896,豫能控股,38.0,57.36,50.95%
1965,招商公路,502.0,367.97,-26.70%
1979,招商蛇口,1397.0,663.6,-52.50%
2001,新 和 成,319.0,339.75,6.50%
2002,鸿达兴业,80.3,95.81,19.32%
2003,伟星股份,54.7,51.93,-5.06%
2004,华邦健康,99.1,105.16,6.12%
2005,德豪润达,44.3,63.33,42.96%
2006,精功科技,25.1,33.24,32.43%
2008,大族激光,306.0,339.76,11.03%
2009,天奇股份,29.6,28.36,-4.19%
2010,传化智联,206.0,204.71,-0.63%
2011,盾安环境,41.0,43.9,7.07%
2012,凯恩股份,19.9,21.27,6.88%
2013,中航机电,270.0,229.94,-14.84%
2014,永新股份,33.2,28.03,-15.57%
2016,世荣兆业,72.8,78.32,7.58%
2017,东信和平,36.4,52.43,44.04%
2018,*ST华信,27.8,-16.16,-158.13%
2019,亿帆医药,125.0,122.71,-1.83%
2020,京新药业,61.7,65.51,6.18%
2021,中捷资源,20.5,26.45,29.02%
2022,科华生物,49.6,54.62,10.12%
2023,海特高新,81.0,86.7,7.04%
2024,苏宁易购,994.0,1126.1,13.29%
2025,航天电器,106.0,127.97,20.73%
2026,山东威达,24.4,15.38,-36.97%
2027,分众传媒,820.0,508.17,-38.03%
2028,思源电气,83.4,72.98,-12.49%
2029,七 匹 狼,48.7,41.14,-15.52%
2030,达安基因,81.0,93.77,15.77%
2031,巨轮智能,44.9,39.77,-11.43%
2032,苏 泊 尔,411.0,365.03,-11.18%
2033,丽江旅游,32.3,31.0,-4.02%
2034,旺能环境,49.5,21.66,-56.24%
2035,华帝股份,76.4,80.91,5.90%
2036,联创电子,50.4,53.78,6.71%
2037,久联发展,28.0,24.41,-12.82%
2038,双鹭药业,171.0,177.26,3.66%
2039,黔源电力,40.7,26.4,-35.14%
2040,南 京 港,31.3,23.22,-25.81%
2041,登海种业,49.3,48.72,-1.18%
2042,华孚时尚,85.2,112.59,32.15%
2043,兔 宝 宝,44.2,47.71,7.94%
2044,美年健康,435.0,319.5,-26.55%
2045,国光电器,23.4,23.44,0.17%
2046,轴研科技,36.3,33.15,-8.68%
2047,宝鹰股份,94.8,109.14,15.13%
2048,宁波华翔,67.9,29.65,-56.33%
2049,紫光国微,186.0,230.37,23.85%
2050,三花智控,290.0,269.24,-7.16%
2051,中工国际,129.0,148.02,14.74%
2052,同洲电子,32.7,35.3,7.95%
2053,云南能投,38.6,34.82,-9.79%
2054,德美化工,27.8,26.44,-4.89%
2055,得润电子,52.1,64.97,24.70%
2056,横店东磁,98.5,98.95,0.46%
2057,中钢天源,23.8,23.65,-0.63%
2058,威 尔 泰,17.9,46.67,160.73%
2059,云南旅游,38.9,43.09,10.77%
2060,粤 水 电,34.9,42.05,20.49%
2061,浙江交科,121.0,94.51,-21.89%
2062,宏润建设,43.9,47.48,8.15%
2063,远光软件,49.4,47.75,-3.34%
2064,华峰氨纶,71.4,69.71,-2.37%
2065,东华软件,220.0,210.73,-4.21%
2066,瑞泰科技,18.5,33.67,82.00%
2067,景兴纸业,42.0,46.4,10.48%
2068,黑猫股份,43.8,43.88,0.18%
2069,獐子岛,24.9,27.25,9.44%
2071,长城影视,25.1,39.67,58.05%
2073,软控股份,44.4,43.09,-2.95%
2074,国轩高科,140.0,168.09,20.06%
2075,沙钢股份,158.0,93.6,-40.76%
2076,雪 莱 特,26.4,21.96,-16.82%
2077,大港股份,24.2,24.8,2.48%
2078,太阳纸业,156.0,172.63,10.66%
2079,苏州固锝,38.8,36.5,-5.93%
2080,中材科技,112.0,94.83,-15.33%
2081,金 螳 螂,213.0,235.58,10.60%
2082,万邦德,19.1,14.49,-24.14%
2083,孚日股份,46.6,50.3,7.94%
2084,海鸥住工,22.0,19.83,-9.86%
2085,万丰奥威,167.0,163.82,-1.90%
2086,东方海洋,34.6,27.32,-21.04%
2087,新野纺织,30.3,34.27,13.10%
2088,鲁阳节能,32.0,20.93,-34.59%
2089,新 海 宜,67.2,55.82,-16.93%
2090,金智科技,41.4,72.13,74.23%
2091,江苏国泰,90.3,49.32,-45.38%
2092,中泰化学,154.0,237.12,53.97%
2093,国脉科技,82.0,93.26,13.73%
2094,青岛金王,35.4,34.64,-2.15%
2096,南岭民爆,20.3,19.47,-4.09%
2097,山河智能,62.4,66.05,5.85%
2098,浔兴股份,33.5,47.41,41.52%
2099,海翔药业,73.2,93.65,27.94%
2100,天康生物,46.1,53.09,15.16%
2101,广东鸿图,43.4,35.91,-17.26%
2102,ST冠福,49.3,59.06,19.80%
2103,广博股份,27.2,23.81,-12.46%
2104,恒宝股份,45.6,39.96,-12.37%
2105,信隆健康,15.5,20.3,30.97%
2106,莱宝高科,47.3,42.9,-9.30%
2107,沃华医药,25.0,40.09,60.36%
2108,沧州明珠,62.7,64.35,2.63%
2109,兴化股份,38.3,26.8,-30.03%
2110,三钢闽光,218.0,192.69,-11.61%
2111,威海广泰,41.2,40.8,-0.97%
2112,三变科技,13.8,32.13,132.83%
2113,天润数娱,61.6,39.21,-36.35%
2114,罗平锌电,24.2,23.04,-4.79%
2115,三维通信,61.4,58.31,-5.03%
2116,中国海诚,29.8,37.17,24.73%
2117,东港股份,51.8,61.49,18.71%
2118,紫鑫药业,70.1,76.34,8.90%
2119,康强电子,26.4,37.33,41.40%
2120,韵达股份,520.0,196.67,-62.18%
2121,科陆电子,70.6,66.77,-5.42%
2122,*ST天马,20.4,19.5,-4.41%
2123,梦网集团,65.1,66.13,1.58%
2124,天邦股份,92.7,97.42,5.09%
2125,湘潭电化,23.8,26.97,13.32%
2126,银轮股份,61.4,70.6,14.98%
2127,南极电商,200.0,151.7,-24.15%
2128,露天煤业,119.0,144.48,21.41%
2129,中环股份,206.0,233.18,13.19%
2130,沃尔核材,48.7,46.16,-5.22%
2131,利欧股份,86.2,69.52,-19.35%
2132,恒星科技,36.2,41.19,13.78%
2133,广宇集团,28.2,15.23,-45.99%
2134,天津普林,15.6,22.4,43.59%
2135,东南网架,53.0,57.94,9.32%
2136,安 纳 达,17.8,21.71,21.97%
2137,麦达数字,41.6,28.66,-31.11%
2138,顺络电子,119.0,119.36,0.30%
2139,拓邦股份,44.5,42.5,-4.49%
2140,东华科技,28.5,33.45,17.37%
2141,贤丰控股,49.2,31.3,-36.38%
2143,印纪传媒,54.2,31.96,-41.03%
2144,宏达高科,18.3,-9.96,-154.43%
