代码,名称,原总市值(亿),预测总市值(亿),市值差比率
2799,环球印务,18.5,33.56,81.41%
2800,天顺股份,13.4,40.85,204.85%
2802,洪汇新材,22.4,44.97,100.76%
2803,吉宏股份,16.8,31.36,86.67%
2805,丰元股份,14.7,27.54,87.35%
2806,华锋股份,32.3,35.57,10.12%
2808,恒久科技,23.8,33.85,42.23%
2809,红墙股份,19.8,28.75,45.20%
2810,山东赫达,19.3,33.54,73.78%
2811,亚泰国际,30.1,22.36,-25.71%
2812,恩捷股份,220.0,170.33,-22.58%
2813,路畅科技,31.5,81.06,157.33%
2815,崇达技术,122.0,73.31,-39.91%
2816,和科达,17.4,41.76,140.00%
2817,黄山胶囊,15.6,24.06,54.23%
2818,富森美,94.4,56.04,-40.64%
2820,桂发祥,25.7,25.64,-0.23%
2821,凯莱英,164.0,265.59,61.95%
2822,中装建设,31.9,21.74,-31.85%
2823,凯中精密,31.2,26.53,-14.97%
2824,和胜股份,17.0,14.3,-15.88%
2826,易明医药,19.5,34.35,76.15%
2827,高争民爆,28.0,31.72,13.29%
2828,贝肯能源,24.6,31.89,29.63%
2829,星网宇达,30.6,61.83,102.06%
2831,裕同科技,168.0,134.79,-19.77%
2832,比音勒芬,57.1,74.21,29.96%
2833,弘亚数控,47.6,62.9,32.14%
2835,同为股份,16.3,9.93,-39.08%
2836,新宏泽,18.7,32.08,71.55%
2837,英维克,40.5,59.53,46.99%
2838,道恩股份,44.8,51.49,14.93%
2840,华统股份,34.7,38.19,10.06%
2841,视源股份,373.0,216.98,-41.83%
2842,翔鹭钨业,27.1,32.63,20.41%
2843,泰嘉股份,17.9,24.92,39.22%
2845,同兴达,33.9,54.42,60.53%
2846,英联股份,21.3,29.46,38.31%
2847,盐津铺子,26.9,51.08,89.89%
2848,高斯贝尔,20.5,41.88,104.29%
2849,威星智能,19.9,33.9,70.35%
2850,科达利,39.5,28.83,-27.01%
2851,麦格米特,67.6,79.24,17.22%
2852,道道全,36.6,17.22,-52.95%
2853,皮阿诺,27.0,26.75,-0.93%
2855,捷荣技术,21.7,17.33,-20.14%
2859,洁美科技,78.0,92.74,18.90%
2860,星帅尔,22.8,39.06,71.32%
2861,瀛通通讯,24.4,31.87,30.61%
2862,实丰文化,17.2,32.57,89.36%
2863,今飞凯达,25.0,32.42,29.68%
2864,盘龙药业,26.6,76.17,186.35%
2865,钧达股份,25.7,51.69,101.13%
2866,传艺科技,26.2,23.13,-11.72%
2867,周大生,130.0,91.8,-29.38%
2868,绿康生化,19.2,15.36,-20.00%
2869,金溢科技,20.3,20.86,2.76%
2870,香山股份,17.2,17.05,-0.87%
2871,伟隆股份,26.4,51.67,95.72%
2872,天圣制药,28.2,10.46,-62.91%
2873,新天药业,18.7,27.86,48.98%
2875,安奈儿,19.7,23.75,20.56%
2876,三利谱,24.5,63.61,159.63%
2877,智能自控,31.4,45.58,45.16%
2878,元隆雅图,33.7,70.26,108.49%
2879,长缆科技,27.8,21.88,-21.29%
2880,卫光生物,43.6,70.12,60.83%
2881,美格智能,33.5,55.84,66.69%
2882,金龙羽,45.4,27.34,-39.78%
2883,中设股份,17.3,46.45,168.50%
2884,凌霄泵业,27.3,9.17,-66.41%
2885,京泉华,25.6,44.06,72.11%
2886,沃特股份,19.1,32.82,71.83%
2888,惠威科技,24.1,51.13,112.16%
2889,东方嘉盛,34.3,43.99,28.25%
2890,弘宇股份,12.9,20.59,59.61%
2891,中宠股份,35.6,91.79,157.84%
2892,科力尔,22.6,50.69,124.29%
2893,华通热力,18.7,44.52,138.07%
2895,川恒股份,51.2,41.66,-18.63%
2896,中大力德,26.0,72.07,177.19%
2897,意华股份,34.2,43.66,27.66%
2898,赛隆药业,24.7,37.97,53.72%
2899,英派斯,18.2,9.88,-45.71%
2900,哈三联,38.6,25.95,-32.77%
2901,大博医疗,113.0,88.34,-21.82%
2902,铭普光磁,32.9,55.72,69.36%
2903,宇环数控,25.4,43.74,72.20%
2905,金逸影视,39.9,29.09,-27.09%
2906,华阳集团,50.0,34.58,-30.84%
2907,华森制药,76.7,67.57,-11.90%
2908,德生科技,24.1,43.68,81.24%
2909,集泰股份,18.3,32.11,75.46%
2910,庄园牧场,23.0,24.39,6.04%
2911,佛燃股份,96.1,76.03,-20.88%
2912,中新赛克,83.8,221.46,164.27%
2913,奥士康,61.5,67.74,10.15%
2915,中欣氟材,25.1,58.11,131.51%
2916,深南电路,239.0,263.45,10.23%
2917,金奥博,26.0,46.79,79.96%
2918,蒙娜丽莎,40.9,9.1,-77.75%
2919,名臣健康,16.9,31.69,87.51%
2920,德赛西威,109.0,66.58,-38.92%
2921,联诚精密,20.8,47.02,126.06%
2922,伊戈尔,24.2,23.29,-3.76%
2923,润都股份,27.2,42.12,54.85%
2925,盈趣科技,196.0,137.04,-30.08%
2927,泰永长征,49.0,109.04,122.53%
2928,华夏航空,80.3,58.64,-26.97%
2930,宏川智慧,63.6,71.18,11.92%
2931,锋龙股份,30.3,84.16,177.76%
2932,明德生物,30.7,104.91,241.73%
2935,天奥电子,51.2,114.91,124.43%
2938,鹏鼎控股,417.0,191.17,-54.16%
2940,昂利康,34.5,64.53,87.04%
2941,新疆交建,262.0,153.58,-41.38%
2942,新农股份,38.0,64.06,68.58%
2943,宇晶股份,37.3,72.15,93.43%
300001,特锐德,168.0,174.47,3.85%
300002,神州泰岳,69.6,50.13,-27.97%
300003,乐普医疗,329.0,285.85,-13.12%
300004,南风股份,19.5,13.35,-31.54%
300005,探路者,31.0,25.85,-16.61%
300006,莱美药业,31.5,33.89,7.59%
300007,汉威科技,31.9,37.74,18.31%
300008,天海防务,29.5,-2.93,-109.93%
300009,安科生物,129.0,111.4,-13.64%
300010,立思辰,64.4,66.37,3.06%
300011,鼎汉技术,40.1,40.63,1.32%
300012,华测检测,104.0,96.42,-7.29%
300013,新宁物流,29.0,38.74,33.59%
300014,亿纬锂能,139.0,160.1,15.18%
300015,爱尔眼科,618.0,478.45,-22.58%
300016,北陆药业,33.4,36.52,9.34%
300017,网宿科技,193.0,173.64,-10.03%
300018,中元股份,29.2,25.3,-13.36%
300019,硅宝科技,20.4,24.67,20.93%
300020,银江股份,45.7,45.73,0.07%
300021,大禹节水,36.0,39.82,10.61%
300022,吉峰科技,14.6,24.73,69.38%
300023,宝德股份,20.2,19.99,-1.04%
300024,机器人,218.0,227.15,4.20%
300025,华星创业,22.8,36.41,59.69%
300026,红日药业,94.2,86.93,-7.72%
300027,华谊兄弟,131.0,128.53,-1.89%
300029,天龙光电,10.0,4.52,-54.80%
300030,阳普医疗,17.2,22.78,32.44%
300031,宝通科技,50.6,46.99,-7.13%
300032,金龙机电,25.5,5.62,-77.96%
300033,同花顺,224.0,202.42,-9.63%
300034,钢研高纳,40.1,48.75,21.57%
300035,中科电气,26.3,30.35,15.40%
300036,超图软件,73.2,81.38,11.17%
300037,新宙邦,87.7,97.14,10.76%
300038,数知科技,119.0,123.13,3.47%
300039,上海凯宝,44.6,46.99,5.36%
300040,九洲电气,20.5,13.57,-33.80%
300041,回天新材,28.8,20.05,-30.38%
300042,朗科科技,18.3,13.19,-27.92%
300043,星辉娱乐,43.0,39.42,-8.33%
300044,赛为智能,52.3,45.28,-13.42%
300045,华力创通,54.7,46.84,-14.37%
300046,台基股份,24.7,29.62,19.92%
300047,天源迪科,48.3,42.34,-12.34%
300048,合康新能,30.6,36.58,19.54%
300049,福瑞股份,25.9,26.68,3.01%
300050,世纪鼎利,34.1,29.11,-14.63%
300051,三五互联,23.6,27.93,18.35%
300052,中青宝,26.6,42.51,59.81%
300053,欧比特,62.9,58.31,-7.30%
300054,鼎龙股份,61.7,58.71,-4.85%
300055,万邦达,69.8,80.44,15.24%
300056,三维丝,20.9,17.98,-13.97%
300057,万顺股份,28.3,16.08,-43.18%
300058,蓝色光标,99.3,113.12,13.92%
300059,东方财富,654.0,522.03,-20.18%
300061,康旗股份,47.3,31.86,-32.64%
300062,中能电气,16.8,20.7,23.21%
300063,天龙集团,27.2,23.37,-14.08%
300064,豫金刚石,57.6,50.2,-12.85%
300065,海兰信,44.6,38.13,-14.51%
300066,三川智慧,39.2,37.05,-5.48%
300067,安诺其,35.5,30.55,-13.94%
300068,南都电源,124.0,125.64,1.32%
300069,金利华电,12.7,26.82,111.18%
300070,碧水源,251.0,192.55,-23.29%
300071,华谊嘉信,26.8,28.81,7.50%
300072,三聚环保,215.0,214.48,-0.24%
300073,当升科技,118.0,138.12,17.05%
300074,华平股份,21.7,21.89,0.88%
300075,数字政通,46.8,47.11,0.66%
300076,GQY视讯,19.8,19.12,-3.43%
300077,国民技术,43.5,43.22,-0.64%
300078,思创医惠,77.6,66.74,-13.99%
300079,数码科技,50.7,46.62,-8.05%
300080,易成新能,26.5,24.57,-7.28%
300082,奥克股份,42.3,45.21,6.88%
300083,劲胜智能,40.8,45.53,11.59%
300084,海默科技,19.7,14.09,-28.48%
300085,银之杰,57.9,46.44,-19.79%
300086,康芝药业,26.8,30.71,14.59%
300087,荃银高科,42.4,59.99,41.49%
300088,长信科技,104.0,108.45,4.28%
300089,文化长城,26.6,18.87,-29.06%
300090,盛运环保,31.7,31.97,0.85%
300091,金通灵,45.2,48.91,8.21%
300092,科新机电,15.1,23.14,53.25%
300093,金刚玻璃,14.3,15.27,6.78%
300094,国联水产,41.6,46.54,11.87%
300095,华伍股份,19.8,21.61,9.14%
300096,易联众,39.6,56.43,42.50%
300097,智云股份,34.9,29.33,-15.96%
300098,高新兴,125.0,116.09,-7.13%
300099,精准信息,31.0,24.31,-21.58%
300100,双林股份,49.6,52.14,5.12%
300101,振芯科技,59.1,74.4,25.89%
300102,乾照光电,44.5,52.1,17.08%
300103,达刚路机,25.9,27.01,4.29%
300104,乐视网,110.0,84.42,-23.25%
300105,龙源技术,20.7,21.76,5.12%
300106,西部牧业,12.0,10.77,-10.25%
300107,建新股份,55.0,48.37,-12.05%
300108,吉药控股,34.2,37.14,8.60%
300109,新开源,30.4,44.75,47.20%
300110,华仁药业,38.4,42.91,11.74%
300111,向日葵,29.3,25.19,-14.03%
300112,万讯自控,19.3,19.9,3.11%
300113,顺网科技,91.9,79.78,-13.19%
300114,中航电测,47.9,51.28,7.06%
300115,长盈精密,76.2,86.55,13.58%
300116,坚瑞沃能,37.5,-28.48,-175.95%
300118,东方日升,57.9,64.64,11.64%
300119,瑞普生物,30.7,21.66,-29.45%
300120,经纬辉开,26.8,16.22,-39.48%
300121,阳谷华泰,33.1,30.72,-7.19%
300122,智飞生物,603.0,398.99,-33.83%
300123,亚光科技,52.9,40.16,-24.08%
300124,汇川技术,362.0,321.44,-11.20%
300125,易世达,25.2,38.98,54.68%
300126,锐奇股份,16.0,15.65,-2.19%
300127,银河磁体,37.5,32.63,-12.99%
300128,锦富技术,42.0,44.25,5.36%
300129,泰胜风能,26.7,22.66,-15.13%
300130,新国都,57.6,61.28,6.39%
300131,英唐智控,52.6,44.89,-14.66%
300132,青松股份,41.0,52.1,27.07%
300133,华策影视,138.0,137.19,-0.59%
300134,大富科技,78.5,82.24,4.76%
300135,宝利国际,26.1,30.74,17.78%
300136,信维通信,209.0,212.75,1.79%
300137,先河环保,45.6,45.58,-0.04%
300138,晨光生物,29.3,27.53,-6.04%
300139,晓程科技,21.3,16.8,-21.13%
300140,中环装备,32.7,41.05,25.54%
300141,和顺电气,21.1,21.08,-0.09%
300142,沃森生物,288.0,270.32,-6.14%
300143,星普医科,49.6,42.9,-13.51%
300144,宋城演艺,285.0,272.92,-4.24%
300145,中金环境,63.1,61.29,-2.87%
300146,汤臣倍健,246.0,193.0,-21.54%
300147,香雪制药,43.3,50.66,17.00%
300148,天舟文化,40.6,57.95,42.73%
300149,量子生物,74.8,86.61,15.79%
300151,昌红科技,27.3,21.25,-22.16%
300152,科融环境,17.7,21.69,22.54%
300153,科泰电源,24.0,31.41,30.88%
300154,瑞凌股份,23.4,18.59,-20.56%
300155,安居宝,24.8,19.54,-21.21%
300157,恒泰艾普,30.8,35.54,15.39%
300158,振东制药,40.0,47.39,18.48%
300159,新研股份,78.4,76.51,-2.41%
300160,秀强股份,22.0,23.19,5.41%
300161,华中数控,18.5,32.34,74.81%
300162,雷曼股份,18.7,12.01,-35.78%
300163,先锋新材,16.7,21.36,27.90%
300164,通源石油,29.6,26.16,-11.62%
300165,天瑞仪器,19.8,15.45,-21.97%
300166,东方国信,116.0,106.2,-8.45%
300167,迪威迅,16.3,26.17,60.55%
300168,万达信息,126.0,137.9,9.44%
300169,天晟新材,15.9,11.19,-29.62%
300170,汉得信息,91.5,83.13,-9.15%
300171,东富龙,44.0,30.53,-30.61%
300172,中电环保,28.5,26.12,-8.35%
300173,智慧松德,30.3,32.21,6.30%
300174,元力股份,29.2,48.44,65.89%
300175,朗源股份,20.1,28.12,39.90%
300176,鸿特科技,149.0,224.95,50.97%
300177,中海达,50.9,53.73,5.56%
300178,腾邦国际,54.3,61.94,14.07%
300179,四方达,20.7,20.89,0.92%
300180,华峰超纤,125.0,99.56,-20.35%
300181,佐力药业,31.9,34.91,9.44%
300182,捷成股份,113.0,130.45,15.44%
300183,东软载波,57.7,49.57,-14.09%
300184,力源信息,55.5,35.91,-35.30%
300185,通裕重工,56.9,57.47,1.00%
300187,永清环保,39.1,43.45,11.13%
300188,美亚柏科,113.0,91.55,-18.98%
300189,神农基因,27.0,22.27,-17.52%
300190,维尔利,40.3,42.04,4.32%
300191,潜能恒信,48.4,59.42,22.77%
300192,科斯伍德,21.0,26.14,24.48%
300193,佳士科技,35.9,34.97,-2.59%
300194,福安药业,40.0,36.77,-8.07%
300195,长荣股份,36.0,28.65,-20.42%
300196,长海股份,36.0,27.34,-24.06%
300197,铁汉生态,86.6,79.2,-8.55%
300198,纳川股份,31.0,23.91,-22.87%
300199,翰宇药业,86.2,81.41,-5.56%
300200,高盟新材,19.6,6.19,-68.42%
300201,海伦哲,42.8,46.61,8.90%
300202,聚龙股份,37.1,38.21,2.99%
300203,聚光科技,111.0,145.24,30.85%
300204,舒泰神,52.2,49.59,-5.00%
300205,天喻信息,38.1,43.16,13.28%
300206,理邦仪器,35.5,32.13,-9.49%
300207,欣旺达,136.0,131.19,-3.54%
300208,恒顺众昇,47.9,50.07,4.53%
300209,天泽信息,37.4,48.58,29.89%
300210,森远股份,22.1,28.18,27.51%
300211,亿通科技,16.0,15.9,-0.62%
300212,易华录,99.3,132.9,33.84%
300213,佳讯飞鸿,38.7,34.91,-9.79%
300214,日科化学,25.1,16.04,-36.10%
300215,电科院,48.2,49.7,3.11%
300216,千山药机,15.0,36.79,145.27%
300217,东方电热,33.5,28.82,-13.97%
300218,安利股份,13.9,13.43,-3.38%
300219,鸿利智汇,56.3,49.78,-11.58%
300220,金运激光,12.8,32.15,151.17%
300221,银禧科技,28.4,25.91,-8.77%
300222,科大智能,114.0,95.05,-16.62%
300223,北京君正,38.3,49.98,30.50%
300224,正海磁材,52.3,51.53,-1.47%
300225,金力泰,22.9,25.19,10.00%
300226,上海钢联,77.3,170.78,120.93%
300227,光韵达,21.6,27.98,29.54%
300228,富瑞特装,27.9,34.54,23.80%
300229,拓尔思,44.4,53.04,19.46%
300230,永利股份,42.3,36.47,-13.78%
300231,银信科技,30.9,26.41,-14.53%
300232,洲明科技,69.7,64.88,-6.92%
300233,金城医药,55.1,49.58,-10.02%
300234,开尔新材,17.5,14.64,-16.34%
300235,方直科技,14.6,16.84,15.34%
300236,上海新阳,48.4,92.47,91.05%
300237,美晨生态,57.8,56.73,-1.85%
300238,冠昊生物,27.0,42.45,57.22%
300239,东宝生物,18.2,23.53,29.29%
300240,飞力达,27.7,39.45,42.42%
300241,瑞丰光电,29.2,30.64,4.93%
300242,佳云科技,29.1,25.27,-13.16%
300243,瑞丰高材,17.3,24.68,42.66%
300244,迪安诊断,85.2,83.35,-2.17%
300245,天玑科技,28.0,24.54,-12.36%
300246,宝莱特,16.8,31.78,89.17%
300247,乐金健康,31.9,31.69,-0.66%
300248,新开普,35.1,33.32,-5.07%
300249,依米康,30.6,37.4,22.22%
300250,初灵信息,27.2,19.33,-28.93%
300251,光线传媒,245.0,291.89,19.14%
300252,金信诺,64.0,63.12,-1.38%
300253,卫宁健康,166.0,137.15,-17.38%
300254,仟源医药,14.3,18.85,31.82%
300255,常山药业,39.4,38.86,-1.37%
300256,星星科技,32.5,38.73,19.17%
300257,开山股份,88.2,100.77,14.25%
300258,精锻科技,48.6,60.99,25.49%
300259,新天科技,39.3,28.5,-27.48%
300260,新莱应材,18.9,29.35,55.29%
300261,雅本化学,47.0,45.86,-2.43%
300262,巴安水务,38.4,34.86,-9.22%
300263,隆华科技,38.3,35.59,-7.08%
300264,佳创视讯,20.7,24.91,20.34%
300265,通光线缆,34.3,53.1,54.81%
300266,兴源环境,59.9,64.21,7.20%
300267,尔康制药,76.3,58.13,-23.81%
300268,佳沃股份,15.4,29.84,93.77%
300269,联建光电,35.4,25.72,-27.34%
300270,中威电子,22.3,21.06,-5.56%
300271,华宇软件,117.0,119.4,2.05%
300272,开能健康,32.3,27.6,-14.55%
300273,和佳股份,39.2,42.88,9.39%
300274,阳光电源,138.0,139.79,1.30%
300275,梅安森,13.2,19.5,47.73%
300276,三丰智能,61.1,42.69,-30.13%
300277,海联讯,20.4,30.89,51.42%
300278,华昌达,38.0,43.25,13.82%
300279,和晶科技,22.9,22.87,-0.13%
300280,紫天科技,47.5,97.35,104.95%
300281,金明精机,22.7,21.65,-4.63%
300282,三盛教育,30.1,13.61,-54.78%
300283,温州宏丰,20.0,21.72,8.60%
300284,苏交科,87.8,81.72,-6.92%
300285,国瓷材料,107.0,99.89,-6.64%
300287,飞利信,62.6,69.81,11.52%
300288,朗玛信息,46.2,53.42,15.63%
300289,利德曼,29.3,30.96,5.67%
300290,荣科科技,21.9,27.22,24.29%
300291,华录百纳,38.9,38.15,-1.93%
300292,吴通控股,55.3,50.24,-9.15%
300293,蓝英装备,19.9,29.82,49.85%
300294,博雅生物,111.0,122.94,10.76%
300296,利亚德,178.0,148.46,-16.60%
300297,蓝盾股份,65.7,63.16,-3.87%
300298,三诺生物,59.8,51.09,-14.57%
300299,富春股份,45.0,49.84,10.76%
300300,汉鼎宇佑,76.2,78.0,2.36%
300301,长方集团,29.5,21.81,-26.07%
300302,同有科技,33.7,32.14,-4.63%
300303,聚飞光电,33.1,29.41,-11.15%
300304,云意电气,38.7,44.1,13.95%
300305,裕兴股份,21.1,8.67,-58.91%
300306,远方信息,24.1,8.74,-63.73%
300307,慈星股份,40.9,38.37,-6.19%
300308,中际旭创,198.0,194.73,-1.65%
300309,吉艾科技,76.2,91.34,19.87%
300310,宜通世纪,51.0,38.98,-23.57%
300311,任子行,43.0,40.3,-6.28%
300312,邦讯技术,28.0,35.59,27.11%
300313,天山生物,21.0,2.53,-87.95%
300314,戴维医疗,25.0,30.7,22.80%
300315,掌趣科技,101.0,130.9,29.60%
300316,晶盛机电,131.0,141.62,8.11%
300317,珈伟新能,44.4,45.21,1.82%
300319,麦捷科技,52.0,55.37,6.48%
300320,海达股份,30.0,26.69,-11.03%
300321,同大股份,11.9,15.54,30.59%
300322,硕贝德,44.3,63.61,43.59%
300323,华灿光电,82.6,81.53,-1.30%
300324,旋极信息,108.0,90.66,-16.06%
300325,德威新材,41.0,36.5,-10.98%
300326,凯利泰,57.3,67.28,17.42%
300327,中颖电子,43.2,71.05,64.47%
300328,宜安科技,35.1,40.43,15.19%
300329,海伦钢琴,18.7,20.6,10.16%
300330,华虹计通,12.3,24.22,96.91%
300331,苏大维格,26.9,20.28,-24.61%
300332,天壕环境,33.7,28.86,-14.36%
300334,津膜科技,22.9,17.86,-22.01%
300335,迪森股份,23.6,19.72,-16.44%
300336,新文化,38.5,38.52,0.05%
300337,银邦股份,34.5,33.91,-1.71%
300338,开元股份,27.7,15.15,-45.31%
300339,润和软件,74.1,73.92,-0.24%
300340,科恒股份,32.4,42.08,29.88%
300341,麦迪电气,26.9,34.74,29.14%
300342,天银机电,34.7,43.75,26.08%
300343,联创互联,41.8,31.64,-24.31%
300344,太空智造,23.6,31.32,32.71%
300345,红宇新材,17.3,16.74,-3.24%
300346,南大光电,26.0,27.15,4.42%
300347,泰格医药,196.0,213.87,9.12%
300348,长亮科技,55.0,82.42,49.85%
300349,金卡智能,71.9,76.88,6.93%
300350,华鹏飞,29.9,27.82,-6.96%
300351,永贵电器,37.8,24.7,-34.66%
300352,北信源,55.2,42.31,-23.35%
300353,东土科技,53.2,53.22,0.04%
300354,东华测试,12.0,22.61,88.42%
300355,蒙草生态,67.2,64.97,-3.32%
300356,光一科技,26.8,33.81,26.16%
300357,我武生物,103.0,168.89,63.97%
300358,楚天科技,36.9,31.51,-14.61%
300359,全通教育,40.0,33.18,-17.05%
300360,炬华科技,31.0,21.86,-29.48%
300362,天翔环境,22.3,34.23,53.50%
300363,博腾股份,46.8,41.33,-11.69%
300364,中文在线,39.7,38.77,-2.34%
300365,恒华科技,83.7,90.47,8.09%
300366,创意信息,43.0,31.72,-26.23%
300367,东方网力,77.8,72.13,-7.29%
300368,汇金股份,32.0,31.1,-2.81%
300369,绿盟科技,74.3,70.25,-5.45%
300370,安控科技,28.5,32.59,14.35%
300371,汇中股份,15.7,24.38,55.29%
300373,扬杰科技,69.7,58.79,-15.65%
300374,恒通科技,24.6,20.94,-14.88%
300375,鹏翎股份,20.2,13.9,-31.19%
300376,易事特,104.0,107.35,3.22%
300377,赢时胜,86.2,78.98,-8.38%
300378,鼎捷软件,28.1,37.34,32.88%
300379,东方通,40.2,46.18,14.88%
300381,溢多利,32.7,33.65,2.91%
300382,斯莱克,32.2,34.8,8.07%
300383,光环新网,214.0,216.01,0.94%
300384,三联虹普,39.8,40.92,2.81%
300385,雪浪环境,18.6,14.96,-19.57%
300386,飞天诚信,45.2,35.24,-22.04%
300387,富邦股份,17.1,18.68,9.24%
300388,国祯环保,49.3,63.27,28.34%
300389,艾比森,48.6,52.91,8.87%
300390,天华超净,27.2,23.62,-13.16%
300391,康跃科技,24.8,14.91,-39.88%
300392,腾信股份,27.4,42.77,56.09%
300393,中来股份,40.5,30.48,-24.74%
300394,天孚通信,52.3,90.38,72.81%
300395,菲利华,47.0,68.41,45.55%
300396,迪瑞医疗,34.5,42.4,22.90%
300397,天和防务,25.1,33.21,32.31%
300398,飞凯材料,68.0,79.45,16.84%
300399,京天利,18.3,34.75,89.89%
300400,劲拓股份,36.3,61.67,69.89%
300401,花园生物,58.1,68.72,18.28%
300402,宝色股份,16.4,18.37,12.01%
300403,汉宇集团,30.9,27.1,-12.30%
300404,博济医药,15.7,36.58,132.99%
300405,科隆股份,12.2,7.81,-35.98%
300406,九强生物,50.4,51.24,1.67%
300407,凯发电气,22.1,30.74,39.10%
300408,三环集团,276.0,262.85,-4.76%
300409,道氏技术,51.4,-27.5,-153.50%
300410,正业科技,41.9,45.87,9.47%
300411,金盾股份,38.9,20.13,-48.25%
300412,迦南科技,17.6,28.08,59.55%
300413,芒果超媒,376.0,203.62,-45.85%
300414,中光防雷,26.8,46.25,72.57%
300415,伊之密,27.7,33.58,21.23%
300416,苏试试验,26.2,46.8,78.63%
300418,昆仑万维,154.0,90.58,-41.18%
300419,浩丰科技,20.6,14.53,-29.47%
300420,五洋停车,38.1,33.44,-12.23%
300421,力星股份,17.5,3.92,-77.60%
300422,博世科,36.8,45.06,22.45%
300424,航新科技,36.7,61.33,67.11%
300425,环能科技,31.5,33.7,6.98%
300426,唐德影视,27.8,33.87,21.83%
300427,红相股份,40.9,37.13,-9.22%
300428,四通新材,35.4,39.83,12.51%
300429,强力新材,78.7,103.3,31.26%
300430,诚益通,22.9,17.06,-25.50%
300431,暴风集团,29.1,80.07,175.15%
300432,富临精工,30.6,23.76,-22.35%
300433,蓝思科技,263.0,267.65,1.77%
300434,金石东方,36.7,28.43,-22.53%
300435,中泰股份,24.2,31.89,31.78%
300436,广生堂,34.6,93.7,170.81%
300437,清水源,28.0,25.85,-7.68%
300438,鹏辉能源,47.9,48.51,1.27%
300439,美康生物,47.7,51.2,7.34%
300440,运达科技,28.5,33.26,16.70%
300441,鲍斯股份,45.9,35.1,-23.53%
300442,普丽盛,13.4,17.83,33.06%
300443,金雷风电,28.0,22.36,-20.14%
300444,双杰电气,39.7,39.02,-1.71%
300445,康斯特,17.2,27.17,57.97%
300446,乐凯新材,19.1,35.9,87.96%
300447,全信股份,33.3,27.87,-16.31%
300448,浩云科技,41.9,44.78,6.87%
300449,汉邦高科,26.5,28.32,6.87%
300450,先导智能,239.0,192.65,-19.39%
300451,创业软件,88.4,96.95,9.67%
300452,山河药辅,19.0,38.53,102.79%
300453,三鑫医疗,19.2,32.51,69.32%
300454,深信服,365.0,302.59,-17.10%
300455,康拓红外,33.7,40.62,20.53%
300456,耐威科技,69.8,96.45,38.18%
300457,赢合科技,103.0,101.84,-1.13%
300458,全志科技,68.1,77.8,14.24%
300459,金科文化,143.0,115.34,-19.34%
300460,惠伦晶体,15.2,23.61,55.33%
300461,田中精机,23.6,55.93,136.99%
300462,华铭智能,23.4,42.65,82.26%
300463,迈克生物,80.7,81.24,0.67%
300464,星徽精密,15.4,19.79,28.51%
300465,高伟达,28.1,36.54,30.04%
300466,赛摩电气,31.8,27.54,-13.40%
300467,迅游科技,52.4,31.1,-40.65%
300468,四方精创,24.5,38.17,55.80%
300469,信息发展,22.4,67.4,200.89%
300470,日机密封,41.0,72.03,75.68%
300471,厚普股份,23.7,28.78,21.43%
300472,新元科技,18.6,6.57,-64.68%
300473,德尔股份,36.3,49.82,37.25%
300474,景嘉微,94.9,121.54,28.07%
300475,聚隆科技,17.5,13.9,-20.57%
300476,胜宏科技,88.6,101.28,14.31%
300477,合纵科技,53.9,49.28,-8.57%
300478,杭州高新,17.4,39.07,124.54%
300479,神思电子,23.3,49.92,114.25%
300480,光力科技,17.8,19.37,8.82%
300482,万孚生物,84.7,102.25,20.72%
300484,蓝海华腾,23.9,36.29,51.84%
300486,东杰智能,22.0,24.24,10.18%
300487,蓝晓科技,50.9,86.65,70.24%
300488,恒锋工具,26.0,39.78,53.00%
300489,中飞股份,11.6,24.36,110.00%
300490,华自科技,37.3,37.3,0.00%
300491,通合科技,24.6,50.11,103.70%
300492,山鼎设计,17.1,55.96,227.25%
300493,润欣科技,30.9,36.02,16.57%
300495,美尚生态,78.4,62.86,-19.82%
300496,中科创达,104.0,124.63,19.84%
300497,富祥股份,40.4,54.95,36.01%
300498,温氏股份,1478.0,1072.08,-27.46%
300499,高澜股份,17.9,31.06,73.52%
300500,启迪设计,31.1,40.83,31.29%
300501,海顺新材,17.8,24.43,37.25%
300502,新易盛,51.5,77.55,50.58%
300503,昊志机电,23.1,32.33,39.96%
300504,天邑股份,75.3,78.43,4.16%
300506,名家汇,51.9,41.18,-20.66%
300507,苏奥传感,21.7,31.73,46.22%
300508,维宏股份,23.6,63.69,169.87%
300509,新美星,18.4,30.3,64.67%
300510,金冠股份,47.3,26.63,-43.70%
300511,雪榕生物,27.2,21.02,-22.72%
300512,中亚股份,34.5,26.66,-22.72%
300513,恒泰实达,40.0,18.39,-54.02%
300514,友讯达,25.4,40.99,61.38%
300515,三德科技,18.6,26.79,44.03%
300517,海波重科,14.8,29.59,99.93%
300518,盛讯达,21.6,33.0,52.78%
300519,新光药业,22.3,32.06,43.77%
300520,科大国创,31.6,55.38,75.25%
300521,爱司凯,13.5,18.81,39.33%
300522,世名科技,19.8,29.32,48.08%
300523,辰安科技,83.9,204.32,143.53%
300525,博思软件,32.1,86.6,169.78%
300526,中潜股份,19.9,32.55,63.57%
300527,中国应急,63.7,33.58,-47.28%
300528,幸福蓝海,32.9,28.72,-12.71%
300529,健帆生物,168.0,155.51,-7.43%
300530,达志科技,21.8,63.93,193.26%
300531,优博讯,47.1,62.26,32.19%
