最新,市盈率,市净率,所属行业,流通市值,营业总收入同比,营业总收入,营业利润,每股收益,流动资产,利润总额,每股净资产,归属净利润同比,未分配利润,每股未分配利润,销售毛利率,总资产,流动资产1,固定资产,无形资产,资产负债比率,公积金,总负债,流动负债,长期负债,每股公积金,归属净利润
19.88,24.25,2.81,6.0,19.9,-8.67,40.6,4.0,0.61,47.3,4.02,7.08,-27.85,11.3,2.05,25.14,57.4,47.3,5.45,1.45,32.19,20.7,18.5,15.6,2.88,3.76,3.38
25.94,39.45,3.12,6.0,5.19,9.21,4.9,0.4613,0.49,6.13,0.4757,8.31,7.07,1.55,1.94,24.31,12.0,6.13,3.86,0.3833,44.55,4.2,5.35,3.95,1.39,5.25,0.3945
18.36,53.71,2.73,38.0,6.06,-0.75,7.94,0.4093,0.26,8.34,0.4037,6.72,-39.81,1.84,1.4,22.44,12.8,8.34,3.44,0.3624,30.84,4.84,3.95,3.85,0.105,3.67,0.3384
22.63,25.19,3.21,22.0,6.79,34.12,7.51,0.9448,0.67,7.51,0.9428,7.04,17.89,3.57,2.97,74.19,10.9,7.51,2.4,0.2285,22.23,3.29,2.42,1.24,1.18,2.74,0.8086
42.84,24.33,5.59,50.0,32.0,-12.77,20.2,6.98,1.32,38.5,6.98,7.66,-18.79,12.6,2.74,41.98,43.1,38.5,1.97,0.403,18.33,17.1,7.91,6.96,0.9449,3.72,6.06
40.18,78.53,6.91,38.0,12.2,6.49,2.44,0.4974,0.38,7.36,0.5495,5.81,10.36,1.37,1.12,55.02,8.31,7.36,0.5943,0.103,14.7,4.35,1.22,1.03,0.1948,3.57,0.4679
20.04,30.43,3.87,4.0,8.12,26.07,31.4,1.71,0.49,24.7,2.35,5.18,-38.58,6.49,1.62,18.18,75.7,24.7,37.8,0.9299,72.61,9.64,55.0,21.2,33.8,2.41,1.98
26.14,61.77,3.64,23.0,15.9,8.43,2.92,1.09,0.32,4.22,1.08,7.18,7.77,4.6,1.89,59.18,24.0,4.22,10.3,3.61,27.14,10.2,6.51,1.68,4.83,4.2,0.7722
34.04,68.21,6.25,58.0,7.56,4.83,2.39,0.4053,0.37,4.09,0.3977,5.44,-1.97,1.26,1.42,31.99,5.66,4.09,1.21,0.2246,14.59,2.61,0.8265,0.8263,0.000171,2.94,0.3327
46.15,48.01,5.35,21.0,7.68,12.89,1.32,0.5552,0.72,4.83,0.5553,8.63,3.04,1.66,2.49,77.98,5.92,4.83,0.582,0.1805,2.49,3.23,0.1473,0.1331,0.0142,4.86,0.48
48.03,119.46,4.58,58.0,12.8,9.67,4.24,0.3536,0.3,13.8,0.3541,10.48,11.37,4.24,3.97,30.28,14.4,13.8,0.2573,0.0805,22.14,5.33,3.18,3.04,0.1414,5.0,0.3216
18.03,20.01,2.51,50.0,41.7,28.55,173.0,19.1,0.68,158.0,19.0,7.19,85.06,22.0,0.95,21.52,263.0,158.0,77.3,17.7,36.88,120.0,97.1,96.8,0.2967,5.19,15.6
38.32,26.07,3.81,22.0,8.62,49.84,8.85,1.21,1.1,5.0,1.25,10.05,26.77,2.5,2.77,70.53,8.67,5.0,2.29,0.4055,43.56,0.9155,3.78,3.64,0.1358,5.92,0.992
40.57,57.84,11.5,16.0,26.4,-33.06,38.4,4.24,0.53,88.1,4.26,3.53,62.39,7.64,1.19,12.11,108.0,88.1,3.31,2.63,81.77,3.67,88.4,75.5,12.8,1.12,3.39
31.66,26.11,5.21,52.0,9.5,23.52,7.07,1.34,0.91,3.61,1.33,6.08,85.24,2.12,1.76,34.52,6.73,3.61,1.77,0.4535,48.51,0.0392,3.27,3.16,0.1059,2.97,1.09
37.27,28.19,4.91,58.0,9.32,165.44,2.72,0.7674,0.83,4.42,0.7672,7.59,309.84,1.78,1.78,44.87,5.8,4.42,0.6826,0.4205,39.94,0.7356,2.32,1.97,0.3451,4.47,0.6611
16.8,87.49,5.47,38.0,146.0,2.38,38.9,1.19,0.14,85.5,1.22,3.07,2.91,10.9,1.09,25.29,129.0,85.5,20.1,2.49,73.61,8.52,95.3,87.3,8.02,0.85,1.44
3.55,-34.02,1.39,56.0,49.9,-36.89,10.3,-1.85,-0.08,22.5,-1.77,2.55,-318.82,23.6,1.21,71.88,64.8,22.5,4.08,3.65,23.1,4.48,15.0,10.9,4.08,0.23,-1.54
18.47,21.58,4.85,21.0,260.0,39.33,45.8,13.2,0.64,62.1,13.7,3.81,54.89,38.4,2.15,73.34,154.0,62.1,12.5,13.1,53.79,4.35,82.8,51.0,31.8,0.24,11.4
3.91,111.04,0.66,13.0,17.4,4.3,5.29,0.1166,0.03,16.2,0.1257,5.94,-89.9,4.26,0.86,30.48,35.7,16.2,8.83,1.65,16.99,19.7,6.06,5.06,0.9981,3.96,0.1314
3.48,91.94,1.22,29.0,23.0,-36.48,12.4,0.2865,0.03,23.8,0.3009,2.84,-68.85,5.48,0.62,30.32,31.8,23.8,2.48,0.1445,18.38,9.62,5.85,5.78,0.0668,1.08,0.253
3.88,23.63,1.85,22.0,22.7,22.49,10.6,1.08,0.12,12.5,1.08,2.1,63.8,2.55,0.31,60.26,31.0,12.5,7.08,1.5,44.67,5.8,13.8,11.9,1.9,0.71,1.0
10.87,26.38,2.16,30.0,24.7,7.64,10.8,1.37,0.31,25.7,1.62,5.03,22.81,5.57,1.9,35.41,49.7,25.7,7.5,4.98,59.35,5.88,29.5,12.7,16.7,2.01,0.9056
3.07,-1.67,2.26,31.0,18.5,-10.79,8.23,-14.1,-1.38,15.9,-13.2,1.36,-1023.96,-8.59,-0.9,0.19,28.5,15.9,4.26,1.16,54.06,11.6,15.4,14.9,0.507,1.21,-13.2
12.9,41.67,6.77,22.0,85.3,39.09,10.2,2.74,0.23,6.8,2.73,1.91,20.14,7.23,0.72,80.81,24.1,6.8,4.65,1.34,17.75,1.46,4.28,3.51,0.7752,0.15,2.32
7.38,639.04,1.18,56.0,46.6,2.73,11.0,0.1496,0.01,30.0,0.1327,6.25,-88.45,8.56,0.98,45.51,88.0,30.0,2.83,3.1,35.87,37.8,31.6,21.9,9.67,4.33,0.0756
7.18,96.29,1.6,40.0,32.2,11.76,9.05,0.3887,0.06,19.4,0.402,4.49,51.75,7.23,1.29,31.67,40.6,19.4,5.23,2.77,38.15,11.7,15.5,11.5,3.98,2.1,0.3124
6.28,48.35,3.99,18.0,94.5,29.75,18.3,1.94,0.1,18.4,2.05,1.58,60.71,8.04,0.49,43.8,39.2,18.4,11.3,1.29,31.87,0.4454,12.5,11.6,0.8571,0.03,1.61
9.73,57.82,2.08,23.0,26.5,7.34,7.18,0.4299,0.13,11.0,0.4365,4.68,-47.16,1.71,0.57,35.2,27.8,11.0,4.81,2.37,48.97,9.05,13.6,8.55,5.07,3.04,0.3758
16.28,27.58,4.09,50.0,133.0,51.44,30.1,4.01,0.44,47.7,4.0,3.99,17.21,13.6,1.59,23.57,103.0,47.7,22.1,2.89,65.68,10.6,67.8,43.9,23.9,1.24,3.79
25.95,51.84,11.07,22.0,476.0,39.75,61.2,13.2,0.38,34.4,12.4,2.34,41.43,17.7,0.74,47.83,97.3,34.4,13.5,5.37,39.88,13.3,38.8,22.7,16.1,0.56,8.95
6.84,19.86,2.83,22.0,27.3,10.95,4.64,1.49,0.26,4.38,1.47,2.42,22.02,4.26,0.87,67.48,12.6,4.38,1.79,0.1969,6.19,2.06,0.7808,0.5635,0.2173,0.42,1.26
7.95,23.66,2.28,56.0,153.0,21.98,46.3,6.54,0.25,63.0,6.57,3.48,7.16,35.4,1.45,33.94,118.0,63.0,17.7,6.75,27.82,22.5,32.7,26.6,6.17,0.92,6.13
6.03,709.04,2.0,38.0,20.9,2.68,2.5,0.1037,0.01,9.38,0.1434,3.01,-93.61,3.32,0.68,49.92,16.6,9.38,0.5254,0.3323,9.01,6.21,1.5,1.47,0.0272,1.28,0.0309
6.16,74.01,2.77,34.0,16.7,17.9,5.83,0.2122,0.06,5.02,0.2396,2.22,-39.16,3.04,0.92,20.58,10.0,5.02,3.73,0.4458,26.42,0.4948,2.64,2.36,0.2869,0.15,0.2066
6.97,277.33,1.41,56.0,43.8,16.76,15.2,0.1357,0.02,42.8,0.1633,4.96,-89.94,8.38,1.28,25.95,60.6,42.8,4.86,0.6956,45.6,15.8,27.6,27.5,0.1065,2.41,0.1236
4.51,47.12,2.57,43.0,29.2,31.06,9.74,0.7365,0.07,25.8,0.7367,1.75,91.28,3.73,0.47,29.42,37.1,25.8,3.01,0.8427,59.82,2.52,22.2,19.4,2.75,0.32,0.5724
3.83,475.58,7.06,13.0,12.4,-8.73,22.4,0.2553,0.01,17.2,0.2693,0.54,122.58,-3.91,-1.03,13.81,20.5,17.2,1.48,0.5589,80.73,1.99,16.6,16.5,0.0655,0.52,0.023
6.39,-82.4,1.92,58.0,9.23,-30.39,3.4,-0.9067,-0.06,48.0,-0.3768,3.33,-122.33,1.41,0.45,-14.76,66.2,48.0,1.23,0.1921,83.2,5.9,55.1,52.8,2.33,1.87,-0.1839
13.95,49.58,3.54,13.0,211.0,23.69,20.7,3.75,0.21,70.6,3.76,3.94,20.29,17.9,1.15,30.84,98.5,70.6,11.8,2.44,36.79,26.5,36.2,26.0,10.2,1.7,3.29
5.33,-47.35,3.24,42.0,20.8,2.71,9.64,-0.661,-0.08,18.2,-0.6485,1.65,-265.41,2.41,0.56,12.34,25.6,18.2,2.64,0.4271,71.18,0.2672,18.2,16.5,1.68,0.06,-0.3618
3.13,15.26,1.39,22.0,74.9,26.83,30.3,5.5,0.15,39.6,5.68,2.25,2.73,29.9,0.99,71.04,77.4,39.6,16.5,2.03,10.46,6.24,8.09,7.6,0.4947,0.21,4.63
4.67,29.8,1.3,14.0,103.0,31.58,31.8,6.02,0.12,84.1,6.04,3.58,-45.38,41.5,1.48,46.25,203.0,84.1,9.14,0.4806,45.57,25.9,92.4,69.8,22.6,0.93,3.28
5.01,-24.97,4.46,50.0,10.0,-93.03,0.0892,-0.3516,-0.15,1.99,-0.3363,1.12,-119.79,-8.35,-4.18,10.49,3.62,1.99,1.4,0.1827,34.8,8.34,1.26,1.14,0.1169,4.17,-0.301
5.57,85.08,1.79,21.0,14.2,4.46,3.93,0.1801,0.05,7.69,0.1801,3.12,0.78,2.25,0.73,43.58,16.9,7.69,2.75,1.35,42.54,3.95,7.18,3.46,3.72,1.28,0.1516
12.76,17.13,2.26,56.0,32.8,32.2,15.5,2.58,0.56,14.5,2.57,5.64,38.04,8.01,2.02,55.43,33.3,14.5,2.49,0.2739,31.53,9.77,10.5,7.29,3.21,2.46,2.22
3.17,-1.23,1.02,50.0,25.0,-15.76,21.0,-16.9,-1.94,18.4,-16.5,3.1,-605.94,-16.5,-2.05,9.68,35.6,18.4,10.1,2.29,33.83,31.9,12.0,11.5,0.5655,3.97,-15.5
41.6,52.66,7.39,56.0,110.0,-7.76,9.1,3.73,0.59,33.8,3.73,5.63,-32.38,18.3,3.4,87.51,38.9,33.8,3.48,0.7951,22.11,3.57,8.59,8.54,0.052,0.66,3.19
9.5,44.57,2.89,43.0,40.0,10.17,5.32,0.8342,0.16,12.5,0.835,3.28,57.36,5.36,1.27,27.57,18.2,12.5,4.43,0.3836,22.73,3.46,4.15,3.26,0.8831,0.82,0.6749
5.07,27.17,2.22,13.0,19.8,54.0,4.2,0.8996,0.14,8.15,0.8267,2.29,78.43,2.52,0.49,35.93,18.2,8.15,2.92,1.23,35.12,3.75,6.41,5.9,0.5044,0.72,0.725
16.29,51.77,3.89,56.0,54.1,27.64,9.16,0.9645,0.24,13.8,1.14,4.19,51.47,5.64,1.25,58.22,25.7,13.8,1.63,0.9974,26.52,8.3,6.82,5.79,1.03,1.85,1.06
23.11,31.63,3.32,43.0,56.3,21.71,15.5,2.43,0.55,20.1,2.46,6.96,2.11,10.3,2.72,34.01,40.8,20.1,7.91,2.36,34.11,12.2,13.9,11.3,2.66,3.21,2.08
10.13,16.05,1.14,42.0,69.4,86.16,32.3,6.36,0.47,49.3,6.36,8.88,74.42,13.0,1.11,30.12,130.0,49.3,7.21,1.59,19.15,79.6,24.8,20.2,4.6,6.79,5.55
4.16,14.02,1.79,22.0,44.2,-8.26,11.5,2.82,0.22,22.3,2.82,2.33,-9.86,12.0,1.12,83.3,27.9,22.3,3.03,0.4255,10.44,0.0862,2.91,2.6,0.3119,0.01,2.38
5.97,28.07,1.07,38.0,13.9,-28.06,7.11,0.5886,0.16,19.4,0.6117,5.59,-44.69,7.06,2.06,28.4,38.4,19.4,14.0,1.68,49.74,7.98,19.1,13.1,6.03,2.33,0.5472
6.77,19.59,1.63,34.0,19.6,20.43,13.3,1.27,0.26,14.8,1.28,4.16,21.88,3.81,0.9,24.29,23.5,14.8,5.43,1.81,24.31,8.55,5.71,5.53,0.1745,2.01,1.1
13.68,32.04,1.96,41.0,15.3,-4.82,6.9,0.5323,0.32,7.39,0.5328,6.99,16.71,1.71,1.28,11.93,9.81,7.39,0.4547,0.1044,4.87,6.02,0.4776,0.4615,0.0161,4.51,0.4279
3.46,15.19,1.56,51.0,31.2,8.2,22.4,2.23,0.17,12.7,2.44,2.22,-13.38,13.1,1.05,46.48,62.0,12.7,9.88,7.38,55.36,0.9372,34.3,24.0,10.3,0.08,2.12
6.72,35.88,2.23,56.0,31.4,-10.12,8.24,1.19,0.14,23.8,1.19,3.02,23.29,5.53,0.71,34.14,45.3,23.8,5.19,2.5,46.45,10.2,21.0,15.5,5.58,1.31,1.09
8.89,84.89,3.05,56.0,32.6,24.24,4.06,0.5199,0.08,14.1,0.5179,2.91,72.62,3.87,0.63,48.37,21.7,14.1,0.6411,2.52,17.13,7.89,3.72,3.19,0.5217,1.28,0.4834
11.61,24.81,2.8,50.0,24.7,12.11,2.81,0.8223,0.35,5.66,0.8279,4.15,40.35,1.28,0.6,39.48,10.3,5.66,1.34,0.1186,14.06,4.92,1.45,1.42,0.0277,2.31,0.7479
12.11,46.34,1.67,56.0,36.8,20.5,19.3,0.991,0.2,25.4,1.01,7.23,136.5,7.0,1.75,23.96,42.1,25.4,4.04,2.42,29.04,17.2,12.2,11.9,0.2777,4.31,0.7823
2.71,107.92,1.22,6.0,26.5,11.76,9.83,0.1772,0.02,24.4,0.1546,2.21,-57.65,4.87,0.43,28.65,45.5,24.4,12.5,1.45,41.62,8.76,18.9,14.8,4.12,0.78,0.2125
9.85,33.18,1.8,22.0,22.5,0.16,5.84,1.06,0.22,8.22,1.02,5.47,19.37,4.15,1.58,69.56,21.8,8.22,0.9738,3.45,24.86,6.59,5.42,1.73,3.68,2.51,0.5857
6.25,80.22,1.2,42.0,23.1,27.13,6.63,0.4107,0.06,13.2,0.3917,5.2,-64.65,5.33,0.98,39.87,36.1,13.2,1.02,0.8589,21.38,17.4,7.72,7.56,0.1609,3.19,0.3184
6.44,86.02,2.36,41.0,16.4,-29.0,1.74,0.0372,0.06,2.26,0.032,2.72,-62.96,0.9013,0.25,68.53,14.7,2.26,5.27,0.3651,28.43,5.3,4.19,1.11,3.08,1.45,0.2058
10.03,60.19,3.42,41.0,26.1,-13.12,2.0,0.2858,0.12,5.11,0.3285,2.94,75.29,1.31,0.49,56.67,12.3,5.11,1.12,0.1412,34.35,3.53,4.24,3.94,0.2908,1.34,0.3308
8.96,51.58,1.96,33.0,44.3,20.52,5.78,1.05,0.13,21.2,1.05,4.57,0.73,4.5,0.64,40.14,38.6,21.2,3.71,3.53,16.74,20.2,6.46,5.91,0.5514,2.88,0.9148
6.42,20.15,1.69,34.0,44.1,-20.67,9.88,2.51,0.24,21.3,2.58,3.81,1.06,10.8,1.12,37.52,39.4,21.3,4.03,1.4,5.97,17.1,2.35,2.03,0.3188,1.78,2.3
8.07,21.86,1.17,55.0,69.7,-28.38,10.9,2.79,0.28,34.9,2.82,6.9,-19.06,14.1,1.63,29.92,78.6,34.9,7.56,2.95,23.02,36.1,18.1,16.0,2.12,4.18,2.4
5.41,-39.89,1.53,55.0,12.8,5.73,4.89,-0.4099,-0.1,15.2,-0.4289,3.53,39.27,0.3829,0.1,19.71,27.3,15.2,3.69,0.67,49.95,9.15,13.6,13.1,0.4926,2.37,-0.3921
6.44,29.71,1.06,54.0,18.8,37.12,30.6,1.18,0.16,37.2,1.17,6.07,2.71,7.05,1.6,12.72,65.0,37.2,19.6,2.29,52.02,14.6,33.8,24.5,9.35,3.33,0.7148
4.55,18.04,1.58,14.0,75.6,62.37,170.0,4.51,0.19,83.5,4.78,2.89,47.94,21.6,0.99,11.43,165.0,83.5,1.21,14.5,60.5,26.8,100.0,77.3,22.6,1.23,4.13
12.66,61.27,4.57,41.0,526.0,34.76,23.8,9.67,0.15,343.0,9.63,2.77,75.02,33.4,0.65,71.12,398.0,343.0,17.5,0.549,60.97,55.0,243.0,190.0,52.6,1.06,8.01
6.91,15.76,1.4,48.0,19.0,13.76,15.4,2.83,0.33,12.2,2.84,4.94,20.35,7.21,1.05,50.22,41.9,12.2,3.68,1.24,17.09,19.8,7.16,5.24,1.93,2.9,2.25
5.46,67.64,2.07,38.0,10.3,30.41,6.83,0.2416,0.06,14.5,0.2467,2.63,65.34,2.4,0.78,28.76,22.6,14.5,5.07,0.8359,60.3,2.38,13.6,10.1,3.51,0.77,0.1865
3.74,19.02,1.36,34.0,18.7,22.06,58.6,1.53,0.15,21.8,1.52,2.75,-9.22,0.6266,0.09,7.83,35.7,21.8,2.63,0.6695,41.89,11.9,15.0,14.4,0.5993,1.63,1.07
4.78,22.66,0.82,43.0,29.0,9.92,10.6,1.74,0.16,44.9,2.25,5.83,9.84,9.72,0.81,29.48,94.7,44.9,22.1,1.02,25.52,47.5,24.2,19.3,4.91,3.94,1.91
11.2,39.26,2.38,41.0,30.3,5.87,5.24,1.32,0.21,14.9,1.35,4.71,16.53,3.53,0.89,40.27,22.1,14.9,0.6669,2.33,23.47,5.0,5.19,4.6,0.5956,2.82,0.8518
3.77,35.44,2.48,30.0,37.6,16.81,4.96,0.8852,0.08,12.0,0.9586,1.52,30.42,3.79,0.36,33.66,18.7,12.0,2.58,0.6857,10.23,0.6783,1.91,1.63,0.2768,0.07,0.8298
4.97,21.09,2.19,34.0,24.8,-7.71,9.67,1.68,0.18,11.6,1.6,2.27,73.98,4.7,0.66,29.74,19.2,11.6,4.19,0.7047,13.73,4.17,2.64,2.61,0.0248,0.58,1.26
14.17,21.5,1.95,50.0,88.0,3.7,65.9,3.87,0.49,75.7,3.83,7.26,18.35,14.4,1.64,14.81,131.0,75.7,22.6,2.81,51.15,39.4,67.1,51.1,16.0,4.5,4.34
10.84,-77.99,2.47,38.0,10.0,-34.38,1.43,-0.0276,-0.1,4.39,-0.0277,4.38,-159.91,1.16,0.99,35.11,7.92,4.39,1.95,0.2425,33.57,2.61,2.66,2.61,0.047,2.23,-0.122
7.96,32.81,1.35,55.0,160.0,11.9,60.5,7.89,0.18,176.0,8.02,5.87,-22.64,78.6,2.49,32.86,518.0,176.0,5.23,240.0,58.54,70.0,303.0,175.0,128.0,2.22,5.73
3.95,46.47,2.89,14.0,16.5,-12.54,23.1,0.5244,0.06,18.8,0.6648,1.37,-67.99,1.69,0.25,19.86,33.0,18.8,0.3315,0.2827,71.61,0.1464,23.6,17.5,6.14,0.02,0.4326
9.13,12.94,2.18,34.0,194.0,-26.11,127.0,15.2,0.53,227.0,15.4,4.19,-37.66,62.0,2.64,22.63,267.0,227.0,24.6,7.92,56.25,11.6,150.0,118.0,32.2,0.49,12.4
26.95,42.99,3.67,43.0,95.4,72.6,24.8,2.38,0.47,37.3,2.39,7.34,12.0,5.33,1.22,15.92,47.4,37.3,4.38,0.2144,32.45,22.1,15.4,13.9,1.44,5.06,2.05
4.0,-371.21,1.81,56.0,18.9,-10.35,2.58,-0.0693,-0.01,8.55,-0.0688,2.21,-127.97,3.86,0.71,40.46,15.6,8.55,3.18,0.274,22.74,2.51,3.56,3.24,0.3156,0.46,-0.0438
11.02,38.68,2.18,56.0,33.6,14.98,6.21,0.9568,0.21,21.4,0.9626,5.06,19.31,7.25,1.71,38.2,30.4,21.4,0.5758,1.35,28.92,9.66,8.8,8.57,0.2236,2.28,0.9066
4.66,44.75,1.93,33.0,17.8,79.07,1.56,0.3627,0.08,7.82,0.3671,2.41,226.75,0.6222,0.15,47.4,11.2,7.82,2.01,0.6278,8.9,5.08,1.0,0.8879,0.1126,1.2,0.3312
7.8,14.86,1.56,50.0,42.2,-6.94,5.01,2.72,0.39,16.4,2.75,5.0,328.15,0.8606,0.15,33.14,40.9,16.4,2.8,1.94,28.18,20.7,11.5,10.8,0.7179,3.72,2.19
9.6,53.42,3.61,33.0,46.8,19.31,8.79,1.12,0.13,15.2,1.24,2.66,0.52,4.79,0.59,42.77,32.1,15.2,3.32,0.9856,31.35,7.94,10.1,7.56,2.51,0.98,1.09
3.54,45.24,1.39,42.0,42.8,2.77,9.96,0.7778,0.06,29.7,0.8219,2.55,0.04,13.7,0.96,40.27,45.5,29.7,4.58,5.35,19.67,8.04,8.95,8.82,0.1359,0.56,0.8413
5.27,32.15,1.4,43.0,26.5,108.43,21.2,1.12,0.12,33.1,1.12,3.75,120.51,-5.95,-1.18,15.13,56.6,33.1,19.6,0.6711,59.84,19.4,33.9,29.0,4.92,3.85,0.6181
6.21,12.58,1.39,34.0,41.9,44.16,56.2,3.05,0.37,31.9,3.04,4.45,59.77,5.35,0.78,10.0,63.5,31.9,20.5,3.79,47.51,17.3,30.1,26.6,3.58,2.54,2.52
2.85,-30.05,0.74,45.0,33.9,-10.76,41.7,-0.4898,-0.07,74.6,-0.487,3.84,-124.35,3.39,0.24,15.37,115.0,74.6,16.0,2.39,51.75,36.7,59.3,52.7,6.6,2.56,-1.02
5.11,-61.02,1.11,58.0,15.5,30.44,3.26,-0.2222,-0.06,14.0,-0.2224,4.61,-1100.21,1.27,0.33,35.77,29.6,14.0,3.02,1.2,39.06,12.2,11.6,8.27,3.3,3.18,-0.2416
8.2,1194.9,4.39,56.0,33.9,23.64,9.81,0.1023,0.01,14.6,0.1312,1.87,-86.46,2.23,0.32,32.76,23.6,14.6,0.1376,0.5409,42.89,3.76,10.1,8.05,2.08,0.53,0.0364
5.96,44.24,1.7,22.0,26.0,91.03,6.37,0.6229,0.1,8.76,0.6112,3.51,10.28,2.64,0.59,45.75,22.5,8.76,3.96,2.55,25.67,8.19,5.77,4.61,1.17,1.82,0.4546
9.85,-78.59,6.11,39.0,34.7,-2.6,2.7,-0.6353,-0.09,13.1,-0.6734,1.61,-46.14,0.7226,0.17,35.6,17.6,13.1,2.12,0.9176,49.19,1.71,8.65,8.27,0.3736,0.4,-0.4045
4.54,12.87,2.2,50.0,103.0,-18.65,71.3,7.45,0.26,38.4,7.46,2.06,32.93,20.1,0.88,15.65,89.8,38.4,29.0,1.45,46.57,2.4,41.8,37.8,3.97,0.1,6.08
5.52,14.57,1.13,49.0,15.3,107.31,7.69,1.54,0.28,16.5,1.57,4.86,173.81,4.63,0.96,48.66,43.3,16.5,2.22,4.82,45.12,13.6,19.5,14.0,5.49,2.83,1.37
2.4,-11.33,1.03,55.0,21.1,-52.62,5.84,-2.13,-0.16,64.5,-2.14,2.32,-5737.61,-1.45,-0.11,28.11,124.0,64.5,6.8,31.8,74.84,21.9,93.0,53.1,39.9,1.66,-2.1
3.86,23.65,1.93,13.0,29.8,48.63,16.0,1.69,0.12,34.9,1.68,2.0,42.58,4.3,0.37,22.52,57.3,34.9,7.14,1.54,59.0,12.4,33.8,31.4,2.42,0.59,1.43
6.44,168.56,2.74,13.0,10.8,73.29,3.56,0.0567,0.03,5.44,0.0571,2.35,32.6,0.6411,0.27,18.48,7.69,5.44,1.88,0.1576,28.45,2.52,2.19,2.15,0.0399,1.08,0.0672
6.64,75.18,1.59,49.0,14.3,26.29,4.24,0.1678,0.07,10.4,0.1676,4.18,3.57,2.53,1.17,37.33,16.2,10.4,4.91,0.3133,44.2,3.87,7.16,5.1,2.06,1.79,0.1431
5.3,13.75,1.91,39.0,39.6,15.1,34.7,2.54,0.29,38.1,2.56,2.78,102.03,7.3,0.93,13.01,46.5,38.1,3.92,0.3878,53.15,6.02,24.7,20.0,4.74,0.77,2.27
5.23,35.8,1.54,13.0,12.6,43.23,6.32,0.5765,0.11,16.0,0.5775,3.39,3.38,3.3,0.87,33.21,25.4,16.0,3.31,1.04,45.51,5.49,11.6,8.88,2.7,1.45,0.415
9.22,-173.29,5.6,56.0,34.7,40.44,4.38,-0.1479,-0.04,13.2,-0.1446,1.65,67.33,2.19,0.51,46.52,19.2,13.2,0.7341,0.3181,59.26,0.324,11.4,8.35,3.0,0.08,-0.1716
12.1,18.63,1.66,13.0,21.2,12.67,7.77,1.59,0.49,15.8,1.63,7.29,-14.99,5.32,1.84,39.59,27.9,15.8,1.08,1.33,24.74,12.7,6.91,6.89,0.0193,4.41,1.41
7.06,23.76,2.27,33.0,85.3,87.92,25.5,4.42,0.22,41.9,4.43,3.1,35.35,12.7,0.72,36.58,80.8,41.9,1.57,0.5263,31.08,26.0,25.1,23.2,1.9,1.47,3.93
4.63,95.69,1.83,30.0,17.8,8.11,1.73,0.2264,0.04,9.27,0.2297,2.52,3.94,1.95,0.29,54.77,18.6,9.27,1.99,0.7675,7.19,7.81,1.34,1.32,0.0177,1.17,0.2429
10.66,17.68,1.64,6.0,41.2,-8.53,41.8,2.49,0.45,39.0,2.52,6.51,-30.51,14.4,3.1,18.83,79.7,39.0,17.6,4.98,60.85,9.22,48.5,36.5,12.1,1.98,2.11
10.56,166.66,6.07,42.0,58.0,13.51,3.05,0.3445,0.05,11.3,0.3496,1.74,10.19,2.64,0.47,46.38,15.6,11.3,0.7497,1.52,27.19,1.26,4.25,2.53,1.72,0.23,0.2658
6.18,21.89,1.56,50.0,43.5,-8.62,7.97,1.91,0.21,30.3,1.89,3.97,-3.74,5.68,0.79,31.25,59.6,30.3,15.8,1.01,52.12,15.7,31.1,16.1,15.0,2.19,1.52
8.14,64.2,2.82,58.0,20.5,-14.22,1.98,0.3594,0.1,7.88,0.3588,2.89,2.61,3.37,1.06,26.42,10.5,7.88,1.1,0.1217,12.62,2.13,1.33,1.32,0.0076,0.67,0.302
2.76,-5.54,-30.18,14.0,84.8,-77.72,13.7,-18.6,-0.37,73.9,-18.3,-0.09,9.82,-137.0,-3.44,-39.42,164.0,73.9,4.16,38.9,105.72,90.8,173.0,133.0,40.4,2.28,-14.9
4.03,-293.84,1.07,13.0,20.7,-27.24,2.76,-0.0735,-0.01,11.9,-0.0619,3.76,-339.71,6.27,1.22,30.19,22.3,11.9,1.46,0.4418,13.3,6.77,2.96,2.8,0.1642,1.32,-0.0528
5.68,39.17,1.88,39.0,12.0,-0.71,5.33,0.2384,0.11,11.8,0.241,3.03,128.6,-2.14,-1.01,3.95,18.4,11.8,4.3,0.7205,59.75,6.21,11.0,10.3,0.7358,2.94,0.2298
10.05,8.36,3.92,34.0,33.3,188.69,10.6,5.9,0.9,10.9,5.77,2.56,1337.47,6.45,1.18,64.0,15.4,10.9,4.07,0.0794,9.17,1.8,1.42,1.35,0.0687,0.33,4.94
5.14,25.27,1.7,22.0,22.9,14.36,6.02,1.28,0.15,15.7,1.29,3.03,1.0,6.06,0.91,31.5,39.2,15.7,8.42,1.72,48.39,7.89,19.0,10.2,8.77,1.18,1.02
13.77,28.42,2.4,34.0,21.7,37.99,4.81,0.944,0.36,5.78,0.9541,5.73,6.53,3.19,1.45,45.64,21.6,5.78,3.39,0.822,41.44,7.96,8.96,8.63,0.3282,3.61,0.8019
3.25,103.46,1.77,22.0,38.3,10.12,10.1,0.3579,0.02,17.3,0.327,1.84,20.27,4.02,0.34,57.76,32.5,17.3,12.5,1.09,31.29,5.3,10.2,9.65,0.5322,0.45,0.2785
